	SPU_peptide	diadema.best
OG0013343	SPU_023320	
OG0013344	SPU_000229	
OG0013345	SPU_003265	
OG0013346	SPU_015179	
OG0013347	SPU_015963	
OG0013348	SPU_027143	
OG0013349	SPU_012790	
OG0013350	SPU_028721	
OG0013351	SPU_021668	
OG0013352	SPU_013649	
OG0013353	SPU_007937	
OG0013354	SPU_009395	
OG0013355	SPU_024769	
OG0013356	SPU_019786	
OG0013357	SPU_003186	
OG0013358	SPU_027136	
OG0013359	SPU_028714	
OG0013360	SPU_012848	
OG0013361	SPU_030050	
OG0013362	SPU_018985	
OG0013363	SPU_021711	
OG0013364	SPU_006402	
OG0013365	SPU_015215	
OG0013366	SPU_000078	
OG0013367	SPU_000862	
OG0013368	SPU_024028	
OG0013369	SPU_017522	
OG0013370	SPU_009503	
OG0013371	SPU_019045	
OG0013372	SPU_011198	
OG0013373	SPU_003179	
OG0013374	SPU_003963	
OG0013375	SPU_008587	
OG0013376	SPU_004023	
OG0013377	SPU_012042	
OG0013378	SPU_006330	
OG0013379	SPU_022433	
OG0013380	SPU_023162	
OG0013381	SPU_023227	
OG0013382	SPU_024740	
OG0013383	SPU_024805	
OG0013384	SPU_018244	
OG0013385	SPU_000121	
OG0013386	SPU_006323	
OG0013387	SPU_013613	
OG0013388	SPU_015071	
OG0013389	SPU_015136	
OG0013390	SPU_018172	
OG0013391	SPU_028563	
OG0013392	SPU_028628	
OG0013393	SPU_006985	
OG0013394	SPU_004009	
OG0013395	SPU_005522	
OG0013396	SPU_015064	
OG0013397	SPU_023083	
OG0013398	SPU_022282	
OG0013399	SPU_000769	
OG0013400	SPU_019736	
OG0013401	SPU_003920	
OG0013402	SPU_014191	
OG0013403	SPU_020752	
OG0013404	SPU_006237	
OG0013405	SPU_014256	
OG0013406	SPU_019664	
OG0013407	SPU_002335	
OG0013408	SPU_012661	
OG0013409	SPU_004642	
OG0013410	SPU_023846	
OG0013411	SPU_025369	
OG0013412	SPU_019592	
OG0013413	SPU_023112	
OG0013414	SPU_000740	
OG0013415	SPU_010347	
OG0013416	SPU_028520	
OG0013417	SPU_030006	
OG0013418	SPU_010275	
OG0013419	SPU_005357	
OG0013420	SPU_006870	
OG0013421	SPU_023767	
OG0013422	SPU_023033	
OG0013423	SPU_003762	
OG0013424	SPU_027712	
OG0013425	SPU_011846	
OG0013426	SPU_004556	
OG0013427	SPU_007657	
OG0013428	SPU_018777	
OG0013429	SPU_022232	
OG0013430	SPU_014213	
OG0013431	SPU_015007	
OG0013432	SPU_009230	
OG0013433	SPU_016520	
OG0013434	SPU_023810	
OG0013435	SPU_000654	
OG0013436	SPU_018043	
OG0013437	SPU_002961	
OG0013438	SPU_013297	
OG0013439	SPU_003021	
OG0013440	SPU_027633	
OG0013441	SPU_005990	
OG0013442	SPU_006784	
OG0013443	SPU_017170	
OG0013444	SPU_026832	
OG0013445	SPU_028290	
OG0013446	SPU_003676	
OG0013447	SPU_002947	
OG0013448	SPU_005983	
OG0013449	SPU_017897	
OG0013450	SPU_010232	
OG0013451	SPU_021352	
OG0013452	SPU_020623	
OG0013453	SPU_022146	
OG0013454	SPU_019470	
OG0013455	SPU_007499	
OG0013456	SPU_002141	
OG0013457	SPU_014055	
OG0013458	SPU_006820	
OG0013459	SPU_017091	
OG0013460	SPU_015633	
OG0013461	SPU_022923	
OG0013462	SPU_030048	
OG0013463	SPU_002868	
OG0013464	SPU_028276	
OG0013465	SPU_006698	
OG0013466	SPU_005170	
OG0013467	SPU_013254	
OG0013468	SPU_004506	
OG0013469	SPU_013319	
OG0013470	SPU_022851	
OG0013471	SPU_002796	
OG0013472	SPU_030038	
OG0013473	SPU_026012	
OG0013474	SPU_003640	
OG0013475	SPU_005228	
OG0013476	SPU_030129	
OG0013477	SPU_022909	
OG0013478	SPU_009842	
OG0013479	SPU_022110	
OG0013480	SPU_010139	
OG0013481	SPU_008192	
OG0013482	SPU_014753	
OG0013483	SPU_030122	
OG0013484	SPU_014818	
OG0013485	SPU_018583	
OG0013486	SPU_018648	
OG0013487	SPU_025204	
OG0013488	SPU_002832	
OG0013489	SPU_027511	
OG0013490	SPU_026595	
OG0013491	SPU_027389	
OG0013492	SPU_030020	
OG0013493	SPU_000453	
OG0013494	SPU_001182	
OG0013495	SPU_003619	
OG0013496	SPU_010909	
OG0013497	SPU_005926	
OG0013498	SPU_007449	
OG0013499	SPU_008962	
OG0013500	SPU_020501	
OG0013501	SPU_019413	
OG0013502	SPU_003547	
OG0013503	SPU_012295	
OG0013504	SPU_002818	
OG0013505	SPU_014667	
OG0013506	SPU_017768	
OG0013507	SPU_009677	
OG0013508	SPU_017696	
OG0013509	SPU_014710	
OG0013510	SPU_030030	
OG0013511	SPU_025830	
OG0013512	SPU_017811	
OG0013513	SPU_010693	
OG0013514	SPU_021878	
OG0013515	SPU_001211	
OG0013516	SPU_020350	
OG0013517	SPU_013125	
OG0013518	SPU_007413	
OG0013519	SPU_015432	
OG0013520	SPU_008207	
OG0013521	SPU_019262	
OG0013522	SPU_026617	
OG0013523	SPU_006497	
OG0013524	SPU_008869	
OG0013525	SPU_012324	
OG0013526	SPU_021072	
OG0013527	SPU_007341	
OG0013528	SPU_022715	
OG0013529	SPU_008135	
OG0013530	SPU_000288	
OG0013531	SPU_019190	
OG0013532	SPU_025751	
OG0013533	SPU_027274	
OG0013534	SPU_003389	
OG0013535	SPU_012252	
OG0013536	SPU_006540	
OG0013537	SPU_005811	
OG0013538	SPU_006605	
OG0013539	SPU_001794	
OG0013540	SPU_026538	
OG0013541	SPU_028780	
OG0013542	SPU_004895	
OG0013543	SPU_003432	
OG0013544	SPU_028111	
OG0013545	SPU_004226	
OG0013546	SPU_013039	
OG0013547	SPU_021058	
OG0013548	SPU_006533	
OG0013549	SPU_016924	
OG0013550	SPU_003360	
OG0013551	SPU_005732	
OG0013552	SPU_022564	
OG0013553	SPU_008049	
OG0013554	SPU_022629	
OG0013555	SPU_009562	
OG0013556	SPU_000986	
OG0013557	SPU_016917	
OG0013558	SPU_003418	
OG0013559	SPU_014473	
OG0013560	SPU_017574	
OG0013561	SPU_017639	
OG0013562	SPU_013010	
OG0013563	SPU_023401	
OG0013564	SPU_003281	
OG0013565	SPU_019212	
OG0013566	SPU_004075	
OG0013567	SPU_002617	
OG0013568	SPU_012159	
OG0013569	SPU_021691	
OG0013570	SPU_009483	
OG0013571	SPU_024792	
OG0013572	SPU_024857	
OG0013573	SPU_028802	
OG0013574	SPU_022478	
OG0013575	SPU_015972	
OG0013576	SPU_002473	
OG0013577	SPU_018404	
OG0013578	SPU_019133	
OG0013579	SPU_002538	
OG0013580	SPU_011286	
OG0013581	SPU_004845	
OG0013582	SPU_007946	
OG0013583	SPU_019795	
OG0013584	SPU_030011	
OG0013585	SPU_000159	
OG0013586	SPU_000943	
OG0013587	SPU_026351	
OG0013588	SPU_028723	
OG0013589	SPU_006296	
OG0013590	SPU_013586	
OG0013591	SPU_022399	
OG0013592	SPU_004104	
OG0013593	SPU_007205	
OG0013594	SPU_009512	
OG0013595	SPU_028651	
OG0013596	SPU_012785	
OG0013597	SPU_028716	
OG0013598	SPU_021598	
OG0013599	SPU_003303	
OG0013600	SPU_026272	
OG0013601	SPU_002387	
OG0013602	SPU_001658	
OG0013603	SPU_003965	
OG0013604	SPU_027915	
OG0013605	SPU_007795	
OG0013606	SPU_007061	
OG0013607	SPU_009433	
OG0013608	SPU_016723	
OG0013609	SPU_018246	
OG0013610	SPU_028572	
OG0013611	SPU_019824	
OG0013612	SPU_011977	
OG0013613	SPU_004018	
OG0013614	SPU_016651	
OG0013615	SPU_017445	
OG0013616	SPU_024001	
OG0013617	SPU_016644	
OG0013618	SPU_009354	
OG0013619	SPU_000778	
OG0013620	SPU_022349	
OG0013621	SPU_024656	
OG0013622	SPU_028486	
OG0013623	SPU_003138	
OG0013624	SPU_011157	
OG0013625	SPU_012735	
OG0013626	SPU_013464	
OG0013627	SPU_013529	
OG0013628	SPU_016565	
OG0013629	SPU_024584	
OG0013630	SPU_025378	
OG0013631	SPU_019666	
OG0013632	SPU_012001	
OG0013633	SPU_023121	
OG0013634	SPU_000814	
OG0013635	SPU_003850	
OG0013636	SPU_012663	
OG0013637	SPU_006951	
OG0013638	SPU_023783	
OG0013639	SPU_016493	
OG0013640	SPU_022320	
OG0013641	SPU_007011	
OG0013642	SPU_025421	
OG0013643	SPU_010284	
OG0013644	SPU_021469	
OG0013645	SPU_022982	
OG0013646	SPU_030028	
OG0013647	SPU_025299	
OG0013648	SPU_023107	
OG0013649	SPU_011855	
OG0013650	SPU_006203	
OG0013651	SPU_014222	
OG0013652	SPU_000663	
OG0013653	SPU_026071	
OG0013654	SPU_026920	
OG0013655	SPU_006865	
OG0013656	SPU_014949	
OG0013657	SPU_015678	
OG0013658	SPU_000591	
OG0013659	SPU_024541	
OG0013660	SPU_023812	
OG0013661	SPU_017316	
OG0013662	SPU_010982	
OG0013663	SPU_002963	
OG0013664	SPU_026913	
OG0013665	SPU_011776	
OG0013666	SPU_013299	
OG0013667	SPU_022896	
OG0013668	SPU_011107	
OG0013669	SPU_021433	
OG0013670	SPU_009160	
OG0013671	SPU_008431	
OG0013672	SPU_009225	
OG0013673	SPU_025263	
OG0013674	SPU_027635	
OG0013675	SPU_005992	
OG0013676	SPU_006786	
OG0013677	SPU_015599	
OG0013678	SPU_010241	
OG0013679	SPU_013342	
OG0013680	SPU_006901	
OG0013681	SPU_002884	
OG0013682	SPU_027563	
OG0013683	SPU_003678	
OG0013684	SPU_027628	
OG0013685	SPU_006779	
OG0013686	SPU_010234	
OG0013687	SPU_021354	
OG0013688	SPU_006045	
OG0013689	SPU_022148	
OG0013690	SPU_016371	
OG0013691	SPU_023661	
OG0013692	SPU_018743	
OG0013693	SPU_027556	
OG0013694	SPU_010227	
OG0013695	SPU_004450	
OG0013696	SPU_005244	
OG0013697	SPU_014057	
OG0013698	SPU_017093	
OG0013699	SPU_009139	
OG0013700	SPU_025961	
OG0013701	SPU_027484	
OG0013702	SPU_005172	
OG0013703	SPU_003714	
OG0013704	SPU_011733	
OG0013705	SPU_020481	
OG0013706	SPU_022853	
OG0013707	SPU_006815	
OG0013708	SPU_017086	
OG0013709	SPU_001270	
OG0013710	SPU_017201	
OG0013711	SPU_021268	
OG0013712	SPU_030131	
OG0013713	SPU_009844	
OG0013714	SPU_026676	
OG0013715	SPU_025947	
OG0013716	SPU_012383	
OG0013717	SPU_020467	
OG0013718	SPU_005942	
OG0013719	SPU_015484	
OG0013720	SPU_014755	
OG0013721	SPU_008259	
OG0013722	SPU_022839	
OG0013723	SPU_014021	
OG0013724	SPU_022040	
OG0013725	SPU_003563	
OG0013726	SPU_004292	
OG0013727	SPU_028307	
OG0013728	SPU_013954	
OG0013729	SPU_006664	
OG0013730	SPU_008971	
OG0013731	SPU_008302	
OG0013732	SPU_012369	
OG0013733	SPU_025796	
OG0013734	SPU_014007	
OG0013735	SPU_030094	
OG0013736	SPU_008230	
OG0013737	SPU_001177	
OG0013738	SPU_019350	
OG0013739	SPU_026705	
OG0013740	SPU_008957	
OG0013741	SPU_005122	
OG0013742	SPU_022019	
OG0013743	SPU_023532	
OG0013744	SPU_027362	
OG0013745	SPU_003477	
OG0013746	SPU_004990	
OG0013747	SPU_008885	
OG0013748	SPU_021153	
OG0013749	SPU_023525	
OG0013750	SPU_001098	
OG0013751	SPU_025048	
OG0013752	SPU_026626	
OG0013753	SPU_018607	
OG0013754	SPU_021930	
OG0013755	SPU_016163	
OG0013756	SPU_015434	
OG0013757	SPU_025825	
OG0013758	SPU_028077	
OG0013759	SPU_012995	
OG0013760	SPU_004242	
OG0013761	SPU_006614	
OG0013762	SPU_016091	
OG0013763	SPU_013904	
OG0013764	SPU_026547	
OG0013765	SPU_008799	
OG0013766	SPU_000340	
OG0013767	SPU_020273	
OG0013768	SPU_004235	
OG0013769	SPU_005813	
OG0013770	SPU_022580	
OG0013771	SPU_021851	
OG0013772	SPU_006607	
OG0013773	SPU_016149	
OG0013774	SPU_017662	
OG0013775	SPU_004897	
OG0013776	SPU_022638	
OG0013777	SPU_016926	
OG0013778	SPU_018384	
OG0013779	SPU_004156	
OG0013780	SPU_021772	
OG0013781	SPU_022566	
OG0013782	SPU_009564	
OG0013783	SPU_005000	
OG0013784	SPU_021103	
OG0013785	SPU_010580	
OG0013786	SPU_011374	
OG0013787	SPU_011439	
OG0013788	SPU_009557	
OG0013789	SPU_024866	
OG0013790	SPU_007300	
OG0013791	SPU_016113	
OG0013792	SPU_005590	
OG0013793	SPU_004926	
OG0013794	SPU_005655	
OG0013795	SPU_014468	
OG0013796	SPU_030093	
OG0013797	SPU_015312	
OG0013798	SPU_025703	
OG0013799	SPU_013667	
OG0013800	SPU_023993	
OG0013801	SPU_024787	
OG0013802	SPU_030186	
OG0013803	SPU_003269	
OG0013804	SPU_004113	
OG0013805	SPU_006420	
OG0013806	SPU_000096	
OG0013807	SPU_024046	
OG0013808	SPU_026353	
OG0013809	SPU_019912	
OG0013810	SPU_012859	
OG0013811	SPU_010602	
OG0013812	SPU_004041	
OG0013813	SPU_003312	
OG0013814	SPU_015161	
OG0013815	SPU_018262	
OG0013816	SPU_026281	
OG0013817	SPU_008598	
OG0013818	SPU_007070	
OG0013819	SPU_006406	
OG0013820	SPU_023238	
OG0013821	SPU_000866	
OG0013822	SPU_019049	
OG0013823	SPU_026339	
OG0013824	SPU_011986	
OG0013825	SPU_010523	
OG0013826	SPU_013624	
OG0013827	SPU_007063	
OG0013828	SPU_000859	
OG0013829	SPU_001588	
OG0013830	SPU_018248	
OG0013831	SPU_024809	
OG0013832	SPU_019826	
OG0013833	SPU_028639	
OG0013834	SPU_021571	
OG0013835	SPU_021636	
OG0013836	SPU_015924	
OG0013837	SPU_023943	
OG0013838	SPU_016718	
OG0013839	SPU_024003	
OG0013840	SPU_000118	
OG0013841	SPU_019020	
OG0013842	SPU_005461	
OG0013843	SPU_014274	
OG0013844	SPU_008562	
OG0013845	SPU_016581	
OG0013846	SPU_017375	
OG0013847	SPU_025459	
OG0013848	SPU_026188	
OG0013849	SPU_000830	
OG0013850	SPU_027032	
OG0013851	SPU_002418	
OG0013852	SPU_004660	
OG0013853	SPU_013473	
OG0013854	SPU_009349	
OG0013855	SPU_018212	
OG0013856	SPU_011094	
OG0013857	SPU_002346	
OG0013858	SPU_006176	
OG0013859	SPU_020756	
OG0013860	SPU_014195	
OG0013861	SPU_018939	
OG0013862	SPU_012003	
OG0013863	SPU_000751	
OG0013864	SPU_024701	
OG0013865	SPU_002274	
OG0013866	SPU_001545	
OG0013867	SPU_021478	
OG0013868	SPU_016610	
OG0013869	SPU_001538	
OG0013870	SPU_019711	
OG0013871	SPU_018795	
OG0013872	SPU_024622	
OG0013873	SPU_026145	
OG0013874	SPU_012586	
OG0013875	SPU_008397	
OG0013876	SPU_008512	
OG0013877	SPU_016531	
OG0013878	SPU_001394	
OG0013879	SPU_024615	
OG0013880	SPU_001459	
OG0013881	SPU_011785	
OG0013882	SPU_030150	
OG0013883	SPU_014152	
OG0013884	SPU_023814	
OG0013885	SPU_017253	
OG0013886	SPU_025272	
OG0013887	SPU_009234	
OG0013888	SPU_024608	
OG0013889	SPU_027709	
OG0013890	SPU_022898	
OG0013891	SPU_025999	
OG0013892	SPU_002231	
OG0013893	SPU_014080	
OG0013894	SPU_004603	
OG0013895	SPU_026059	
OG0013896	SPU_005260	
OG0013897	SPU_004531	
OG0013898	SPU_005325	
OG0013899	SPU_012615	
OG0013900	SPU_008426	
OG0013901	SPU_024529	
OG0013902	SPU_028294	
OG0013903	SPU_005987	
OG0013904	SPU_022085	
OG0013905	SPU_014850	
OG0013906	SPU_023663	
OG0013907	SPU_016438	
OG0013908	SPU_018680	
OG0013909	SPU_025301	
OG0013910	SPU_005246	
OG0013911	SPU_014843	
OG0013912	SPU_008347	
OG0013913	SPU_017095	
OG0013914	SPU_007618	
OG0013915	SPU_024385	
OG0013916	SPU_023656	
OG0013917	SPU_025179	
OG0013918	SPU_018673	
OG0013919	SPU_024500	
OG0013920	SPU_012464	
OG0013921	SPU_015565	
OG0013922	SPU_017872	
OG0013923	SPU_009853	
OG0013924	SPU_017937	
OG0013925	SPU_023577	
OG0013926	SPU_009846	
OG0013927	SPU_006011	
OG0013928	SPU_004366	
OG0013929	SPU_028316	
OG0013930	SPU_005944	
OG0013931	SPU_030227	
OG0013932	SPU_015486	
OG0013933	SPU_025877	
OG0013934	SPU_021313	
OG0013935	SPU_002836	
OG0013936	SPU_005088	
OG0013937	SPU_014685	
OG0013938	SPU_009767	
OG0013939	SPU_005203	
OG0013940	SPU_000457	
OG0013941	SPU_018630	
OG0013942	SPU_017901	
OG0013943	SPU_030264	
OG0013944	SPU_026714	
OG0013945	SPU_028237	
OG0013946	SPU_022028	
OG0013947	SPU_016251	
OG0013948	SPU_003486	
OG0013949	SPU_009688	
OG0013950	SPU_011620	
OG0013951	SPU_007431	
OG0013952	SPU_024263	
OG0013953	SPU_025057	
OG0013954	SPU_011498	
OG0013955	SPU_006630	
OG0013956	SPU_007424	
OG0013957	SPU_024191	
OG0013958	SPU_009731	
OG0013959	SPU_001884	
OG0013960	SPU_026628	
OG0013961	SPU_028870	
OG0013962	SPU_010028	
OG0013963	SPU_021083	
OG0013964	SPU_006623	
OG0013965	SPU_018472	
OG0013966	SPU_001877	
OG0013967	SPU_001143	
OG0013968	SPU_004309	
OG0013969	SPU_007280	
OG0013970	SPU_013906	
OG0013971	SPU_009652	
OG0013972	SPU_025755	
OG0013973	SPU_017736	
OG0013974	SPU_027278	
OG0013975	SPU_025021	
OG0013976	SPU_013834	
OG0013977	SPU_014563	
OG0013978	SPU_013100	
OG0013979	SPU_000270	
OG0013980	SPU_001064	
OG0013981	SPU_025014	
OG0013982	SPU_011390	
OG0013983	SPU_011455	
OG0013984	SPU_012184	
OG0013985	SPU_021781	
OG0013986	SPU_005808	
OG0013987	SPU_017592	
OG0013988	SPU_009638	
OG0013989	SPU_000328	
OG0013990	SPU_002570	
OG0013991	SPU_003429	
OG0013992	SPU_005736	
OG0013993	SPU_013021	
OG0013994	SPU_010582	
OG0013995	SPU_003292	
OG0013996	SPU_004086	
OG0013997	SPU_028036	
OG0013998	SPU_028820	
OG0013999	SPU_004935	
OG0014000	SPU_005729	
OG0014001	SPU_007971	
OG0014002	SPU_009494	
OG0014003	SPU_024868	
OG0014004	SPU_009559	
OG0014005	SPU_002491	
OG0014006	SPU_026441	
OG0014007	SPU_003285	
OG0014008	SPU_012947	
OG0014009	SPU_006386	
OG0014010	SPU_024062	
OG0014011	SPU_015314	
OG0014012	SPU_016043	
OG0014013	SPU_009602	
OG0014014	SPU_002549	
OG0014015	SPU_019209	
OG0014016	SPU_004856	
OG0014017	SPU_020959	
OG0014018	SPU_012141	
OG0014019	SPU_005700	
OG0014020	SPU_021019	
OG0014021	SPU_008801	
OG0014022	SPU_001683	
OG0014023	SPU_023988	
OG0014024	SPU_015969	
OG0014025	SPU_004115	
OG0014026	SPU_001676	
OG0014027	SPU_003983	
OG0014028	SPU_019914	
OG0014029	SPU_011333	
OG0014030	SPU_020081	
OG0014031	SPU_021724	
OG0014032	SPU_009516	
OG0014033	SPU_002398	
OG0014034	SPU_018329	
OG0014035	SPU_012789	
OG0014036	SPU_000206	
OG0014037	SPU_007072	
OG0014038	SPU_015156	
OG0014039	SPU_028583	
OG0014040	SPU_027919	
OG0014041	SPU_011319	
OG0014042	SPU_004813	
OG0014043	SPU_012832	
OG0014044	SPU_021580	
OG0014045	SPU_013626	
OG0014046	SPU_017456	
OG0014047	SPU_004741	
OG0014048	SPU_004806	
OG0014049	SPU_006264	
OG0014050	SPU_016590	
OG0014051	SPU_007907	
OG0014052	SPU_027775	
OG0014053	SPU_020837	
OG0014054	SPU_006257	
OG0014055	SPU_021566	
OG0014056	SPU_018955	
OG0014057	SPU_028497	
OG0014058	SPU_015120	
OG0014059	SPU_030036	
OG0014060	SPU_011168	
OG0014061	SPU_011952	
OG0014062	SPU_012746	
OG0014063	SPU_021494	
OG0014064	SPU_025389	
OG0014065	SPU_009401	
OG0014066	SPU_025504	
OG0014067	SPU_019008	
OG0014068	SPU_004655	
OG0014069	SPU_020758	
OG0014070	SPU_006178	
OG0014071	SPU_023794	
OG0014072	SPU_008485	
OG0014073	SPU_023859	
OG0014074	SPU_024588	
OG0014075	SPU_012005	
OG0014076	SPU_008600	
OG0014077	SPU_003854	
OG0014078	SPU_012667	
OG0014079	SPU_006955	
OG0014080	SPU_011204	
OG0014081	SPU_014305	
OG0014082	SPU_025360	
OG0014083	SPU_016612	
OG0014084	SPU_019713	
OG0014085	SPU_015027	
OG0014086	SPU_028454	
OG0014087	SPU_021516	
OG0014088	SPU_008514	
OG0014089	SPU_001396	
OG0014090	SPU_019634	
OG0014091	SPU_006869	
OG0014092	SPU_017989	
OG0014093	SPU_011118	
OG0014094	SPU_011902	
OG0014095	SPU_006070	
OG0014096	SPU_020650	
OG0014097	SPU_023816	
OG0014098	SPU_006797	
OG0014099	SPU_004540	
OG0014100	SPU_014082	
OG0014101	SPU_004605	
OG0014102	SPU_024473	
OG0014103	SPU_009164	
OG0014104	SPU_008435	
OG0014105	SPU_028368	
OG0014106	SPU_027639	
OG0014107	SPU_002161	
OG0014108	SPU_003804	
OG0014109	SPU_012617	
OG0014110	SPU_005327	
OG0014111	SPU_014075	
OG0014112	SPU_022159	
OG0014113	SPU_023672	
OG0014114	SPU_023737	
OG0014115	SPU_002888	
OG0014116	SPU_005989	
OG0014117	SPU_001360	
OG0014118	SPU_021293	
OG0014119	SPU_006833	
OG0014120	SPU_009085	
OG0014121	SPU_027495	
OG0014122	SPU_002082	
OG0014123	SPU_027610	
OG0014124	SPU_007490	
OG0014125	SPU_022864	
OG0014126	SPU_007555	
OG0014127	SPU_014845	
OG0014128	SPU_009927	
OG0014129	SPU_002924	
OG0014130	SPU_028332	
OG0014131	SPU_020485	
OG0014132	SPU_005960	
OG0014133	SPU_025958	
OG0014134	SPU_026687	
OG0014135	SPU_017939	
OG0014136	SPU_013310	
OG0014137	SPU_024430	
OG0014138	SPU_001274	
OG0014139	SPU_025224	
OG0014140	SPU_020478	
OG0014141	SPU_014766	
OG0014142	SPU_022900	
OG0014143	SPU_008320	
OG0014144	SPU_009114	
OG0014145	SPU_000538	
OG0014146	SPU_025217	
OG0014147	SPU_014694	
OG0014148	SPU_021984	
OG0014149	SPU_030229	
OG0014150	SPU_013231	
OG0014151	SPU_014025	
OG0014152	SPU_006006	
OG0014153	SPU_022109	
OG0014154	SPU_002773	
OG0014155	SPU_007397	
OG0014156	SPU_013958	
OG0014157	SPU_023550	
OG0014158	SPU_023615	
OG0014159	SPU_025138	
OG0014160	SPU_017903	
OG0014161	SPU_018632	
OG0014162	SPU_028239	
OG0014163	SPU_005867	
OG0014164	SPU_009697	
OG0014165	SPU_030138	
OG0014166	SPU_007440	
OG0014167	SPU_002759	
OG0014168	SPU_000502	
OG0014169	SPU_002025	
OG0014170	SPU_020435	
OG0014171	SPU_018618	
OG0014172	SPU_002802	
OG0014173	SPU_005054	
OG0014174	SPU_020428	
OG0014175	SPU_005119	
OG0014176	SPU_021941	
OG0014177	SPU_007361	
OG0014178	SPU_006632	
OG0014179	SPU_008090	
OG0014180	SPU_024258	
OG0014181	SPU_016239	
OG0014182	SPU_009733	
OG0014183	SPU_022001	
OG0014184	SPU_025102	
OG0014185	SPU_001217	
OG0014186	SPU_003524	
OG0014187	SPU_005047	
OG0014188	SPU_013850	
OG0014189	SPU_001879	
OG0014190	SPU_025829	
OG0014191	SPU_019268	
OG0014192	SPU_010742	
OG0014193	SPU_028131	
OG0014194	SPU_020349	
OG0014195	SPU_021862	
OG0014196	SPU_019980	
OG0014197	SPU_011529	
OG0014198	SPU_021790	
OG0014199	SPU_006481	
OG0014200	SPU_022584	
OG0014201	SPU_008069	
OG0014202	SPU_024891	
OG0014203	SPU_008853	
OG0014204	SPU_016937	
OG0014205	SPU_019189	
OG0014206	SPU_010001	
OG0014207	SPU_010663	
OG0014208	SPU_027323	
OG0014209	SPU_002709	
OG0014210	SPU_011457	
OG0014211	SPU_028117	
OG0014212	SPU_013829	
OG0014213	SPU_006539	
OG0014214	SPU_018388	
OG0014215	SPU_030234	
OG0014216	SPU_007980	
OG0014217	SPU_004210	
OG0014218	SPU_013023	
OG0014219	SPU_005004	
OG0014220	SPU_000258	
OG0014221	SPU_018431	
OG0014222	SPU_009496	
OG0014223	SPU_021035	
OG0014224	SPU_016901	
OG0014225	SPU_005594	
OG0014226	SPU_020968	
OG0014227	SPU_013678	
OG0014228	SPU_004131	
OG0014229	SPU_018352	
OG0014230	SPU_026436	
OG0014231	SPU_007894	
OG0014232	SPU_023997	
OG0014233	SPU_003330	
OG0014234	SPU_008019	
OG0014235	SPU_019074	
OG0014236	SPU_002479	
OG0014237	SPU_028671	
OG0014238	SPU_030082	
OG0014239	SPU_028002	
OG0014240	SPU_030166	
OG0014241	SPU_019067	
OG0014242	SPU_027870	
OG0014243	SPU_003985	
OG0014244	SPU_027935	
OG0014245	SPU_015899	
OG0014246	SPU_011270	
OG0014247	SPU_011335	
OG0014248	SPU_020148	
OG0014249	SPU_026400	
OG0014250	SPU_004038	
OG0014251	SPU_005616	
OG0014252	SPU_020925	
OG0014253	SPU_006345	
OG0014254	SPU_021719	
OG0014255	SPU_008652	
OG0014256	SPU_004815	
OG0014257	SPU_005609	
OG0014258	SPU_007916	
OG0014259	SPU_000798	
OG0014260	SPU_027849	
OG0014261	SPU_012100	
OG0014262	SPU_023220	
OG0014263	SPU_000064	
OG0014264	SPU_002371	
OG0014265	SPU_026321	
OG0014266	SPU_010455	
OG0014267	SPU_027115	
OG0014268	SPU_014285	
OG0014269	SPU_023098	
OG0014270	SPU_030040	
OG0014271	SPU_007909	
OG0014272	SPU_024676	
OG0014273	SPU_007110	
OG0014274	SPU_000057	
OG0014275	SPU_000906	
OG0014276	SPU_026314	
OG0014277	SPU_002429	
OG0014278	SPU_011961	
OG0014279	SPU_013549	
OG0014280	SPU_023875	
OG0014281	SPU_030057	
OG0014282	SPU_012021	
OG0014283	SPU_003086	
OG0014284	SPU_026307	
OG0014285	SPU_012683	
OG0014286	SPU_012748	
OG0014287	SPU_020767	
OG0014288	SPU_013477	
OG0014289	SPU_006971	
OG0014290	SPU_023868	
OG0014291	SPU_027698	
OG0014292	SPU_030009	
OG0014293	SPU_022405	
OG0014294	SPU_026235	
OG0014295	SPU_004592	
OG0014296	SPU_012676	
OG0014297	SPU_007693	
OG0014298	SPU_008487	
OG0014299	SPU_008602	
OG0014300	SPU_010297	
OG0014301	SPU_001549	
OG0014302	SPU_011875	
OG0014303	SPU_009993	
OG0014304	SPU_013513	
OG0014305	SPU_000748	
OG0014306	SPU_002990	
OG0014307	SPU_003784	
OG0014308	SPU_007679	
OG0014309	SPU_030063	
OG0014310	SPU_011134	
OG0014311	SPU_022254	
OG0014312	SPU_017271	
OG0014313	SPU_025290	
OG0014314	SPU_024561	
OG0014315	SPU_028391	
OG0014316	SPU_011796	
OG0014317	SPU_011062	
OG0014318	SPU_023760	
OG0014319	SPU_000669	
OG0014320	SPU_017329	
OG0014321	SPU_004499	
OG0014322	SPU_013427	
OG0014323	SPU_014156	
OG0014324	SPU_020717	
OG0014325	SPU_007650	
OG0014326	SPU_024482	
OG0014327	SPU_015734	
OG0014328	SPU_017257	
OG0014329	SPU_024547	
OG0014330	SPU_023818	
OG0014331	SPU_001506	
OG0014332	SPU_010319	
OG0014333	SPU_012626	
OG0014334	SPU_006914	
OG0014335	SPU_008372	
OG0014336	SPU_005998	
OG0014337	SPU_006058	
OG0014338	SPU_012619	
OG0014339	SPU_005329	
OG0014340	SPU_006842	
